head_initial,head_initial_greek,word_form_head,word_form_dependent,word_form_head_greek,word_form_dependent_greek,pos_head,pos_dependent,pos_head_greek,pos_dependent_greek,rel_head,rel_head_greek,givenness_status,number_dependents,number_dependents_greek,mood_verb,mood_verb_greek,clause_type,clause_type_greek
False,False,habaida,bauain,εἶχεν,κατοίκησιν,verb,common noun,verb,common noun,relativa,relativa,acc_inf,0,1.0,indicative,indicative,relativa finita,relativa finita
False,False,gabindan,ina,δῆσαι,αὐτὸν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,galausida,naudibandjos,δεδέσθαι,ἁλύσεις,verb,common noun,verb,common noun,principale coordinata,obl,non_spec_old,1,1.0,indicative,infinitive,principale coordinata finita,obl non finita
False,,gabrak,eisarna,συντετρῖφθαι,,verb,common noun,verb,,principale coordinata,obl,,1,,indicative,infinitive,principale coordinata finita,obl non finita
False,False,gatamjan,ina,δαμάσαι,αὐτὸν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,bliggwands,sik,κατακόπτων,ἑαυτὸν,verb,personal reflexive pronoun,verb,personal reflexive pronoun,open predication in coordinazione,open predication in coordinazione,old,0,0.0,participle,participle,open predication in coordinazione non finita,open predication in coordinazione non finita
True,True,gasaiƕands,Iesu,ἰδὼν,Ἰησοῦν,verb,proper noun,verb,proper noun,open predication,open predication,old,0,1.0,participle,participle,open predication non finita,open predication non finita
True,True,inwait,ina,προσεκύνησεν,αὐτῷ,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,frah,ina,ἐπηρώτα,αὐτόν,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,baþ,ina,παρεκάλει,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,bedun,ina,παρεκάλεσαν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,insandei,unsis,πέμψον,ἡμᾶς,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,imperative,imperative,principale finita,principale finita
True,,haldandans,sweina,βόσκοντες,,verb,common noun,verb,,relativa soggettiva,relativa soggettiva,,1,,participle,participle,relativa soggettiva non finita,relativa soggettiva non finita
True,True,habaida,laigaion,ἐσχηκότα,λεγιῶνα,verb,proper noun,verb,common noun,relativa,relativa,old,0,1.0,indicative,participle,relativa finita,relativa non finita
True,True,bidjan,ina,παρακαλεῖν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,baþ,ina,παρεκάλει,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,lailot,ina,ἀφῆκεν,αὐτόν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,gaarmaida,þuk,ἠλέησέν,σε,verb,personal pronoun,verb,personal pronoun,subordinata completiva,relativa oggettiva coordinata,old,0,0.0,indicative,indicative,subordinata completiva finita,relativa oggettiva coordinata finita
True,True,saiƕands,ina,ἰδὼν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
True,True,baþ,ina,παρακαλεῖ,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,lagjais,handuns,ἐπιθῇς,χεῖρας,verb,common noun,verb,common noun,principale,subordinata completiva,acc_inf,0,1.0,optative,subjunctive,principale finita,subordinata completiva finita
True,True,þraihun,ina,συνέθλιβον,αὐτόν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,ufkunþa,maht,ἐπιγνοὺς,δύναμιν,verb,common noun,verb,common noun,principale,open predication,new,2,2.0,indicative,participle,principale finita,open predication non finita
True,True,saiƕis,managein,βλέπεις,ὄχλον,verb,common noun,verb,common noun,principale coordinata,principale coordinata,acc_sit,1,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,þreihandein,þuk,συνθλίβοντά,σε,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
False,False,taujandein,þata,ποιήσασαν,τοῦτο,verb,demonstrative pronoun,verb,demonstrative pronoun,relativa oggettiva,relativa oggettiva,old,0,0.0,participle,participle,relativa oggettiva non finita,relativa oggettiva non finita
True,True,qaþ,sunja,εἶπεν,ἀλήθειαν,verb,common noun,verb,common noun,principale coordinata,principale coordinata,acc_inf,2,2.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,ganasida,þuk,σέσωκέν,σε,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,draibeis,laisari,σκύλλεις,διδάσκαλον,verb,common noun,verb,common noun,principale,principale,acc_sit,1,1.0,indicative,indicative,principale finita,principale finita
True,True,gahausjands,waurd,παρακούσας,λόγον,verb,common noun,verb,common noun,open predication,open predication,old,1,1.0,participle,participle,open predication non finita,open predication non finita
True,True,fralailot,ainohun,ἀφῆκεν,οὐδένα,verb,indefinite pronoun,verb,indefinite pronoun,principale,principale,non_spec,2,1.0,indicative,indicative,principale finita,principale finita
True,True,bihlohun,ina,κατεγέλων,αὐτοῦ,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,fairgraip,barn,κρατήσας,παιδίου,verb,common noun,verb,common noun,principale coordinata,open predication,old,1,1.0,indicative,participle,principale coordinata finita,open predication non finita
True,True,funþi,þata,γνοῖ,τοῦτο,verb,demonstrative pronoun,verb,demonstrative pronoun,subordinata completiva,subordinata completiva,old,0,0.0,optative,subjunctive,subordinata completiva finita,subordinata completiva finita
False,True,gataujan,ainohun,ποιῆσαι,οὐδεμίαν,verb,indefinite pronoun,verb,indefinite pronoun,open predication,open predication,info_unannotatable,1,0.0,infinitive,infinitive,open predication non finita,open predication non finita
False,True,galagjands,handuns,ἐπιθεὶς,χεῖρας,verb,common noun,verb,common noun,open predication,open predication,acc_inf,0,1.0,participle,participle,open predication non finita,open predication non finita
True,True,bitauh,weihsa,περιῆγεν,κώμας,verb,common noun,verb,common noun,principale coordinata,principale,acc_inf,1,1.0,indicative,indicative,principale coordinata finita,principale finita
False,False,insandjan,ins,ἀποστέλλειν,αὐτοὺς,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,gaf,waldufni,ἐδίδου,ἐξουσίαν,verb,common noun,verb,common noun,principale coordinata,principale coordinata,new,1,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
False,False,nemeina,waiht,αἴρωσιν,μηδὲν,verb,common noun,verb,indefinite pronoun,subordinata completiva coordinata,subordinata completiva coordinata,non_spec,2,4.0,optative,subjunctive,subordinata completiva coordinata finita,subordinata completiva coordinata finita
True,True,andnimaina,izwis,δέξηται,ὑμᾶς,verb,personal pronoun,verb,personal pronoun,relativa coordinata,relativa coordinata,old,0,0.0,optative,subjunctive,relativa coordinata finita,relativa coordinata finita
True,True,hausjaina,izwis,ἀκούσωσιν,ὑμῶν,verb,personal pronoun,verb,personal pronoun,relativa coordinata,relativa coordinata,old,0,0.0,optative,subjunctive,relativa coordinata finita,relativa coordinata finita
True,True,ushrisjaiþ,mulda,ἐκτινάξατε,χοῦν,verb,common noun,verb,common noun,principale,principale,non_spec,2,2.0,optative,imperative,principale finita,principale finita
False,False,usdribun,unhulþons,ἐξέβαλλον,δαιμόνια,verb,common noun,verb,common noun,principale coordinata,principale coordinata,quant,1,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
False,,afmaimait,haubiþ,ἀπεκεφάλισα,,verb,common noun,verb,,open predication,relativa,new,0,,indicative,indicative,open predication finita,relativa finita
True,True,gahabaida,Iohannen,ἐκράτησεν,Ἰωάννην,verb,proper noun,verb,proper noun,principale coordinata,principale coordinata,old,0,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,gaband,ina,ἔδησεν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
False,False,galiugaida,þo,ἐγάμησεν,αὐτὴν,verb,demonstrative pronoun,verb,personal pronoun,,,old,0,0.0,indicative,indicative,,
True,True,haban,qen,ἔχειν,γυναῖκα,verb,common noun,verb,common noun,subordinata completiva,open predication,new,1,2.0,infinitive,infinitive,subordinata completiva non finita,open predication non finita
True,True,ohta,Iohannen,ἐφοβεῖτο,Ἰωάννην,verb,proper noun,verb,proper noun,principale coordinata,principale coordinata,old,0,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,kunnands,ina,εἰδὼς,αὐτὸν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
False,False,waurhta,nahtamat,ἐποίησεν,δεῖπνον,verb,common noun,verb,common noun,principale coordinata,,new,0,0.0,indicative,indicative,principale coordinata finita,
True,True,bidei,mik,αἴτησόν,με,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,imperative,imperative,principale coordinata finita,principale coordinata finita
False,False,giba,þisƕah,δώσω,ὃ,verb,indefinite pronoun,verb,relative pronoun,principale,principale,info_unannotatable,1,0.0,indicative,indicative,principale finita,principale finita
True,False,bidjais,mik,αἰτήσῃς,με,verb,personal pronoun,verb,personal pronoun,relativa,relativa oggettiva,old,0,0.0,optative,subjunctive,relativa finita,relativa oggettiva finita
True,True,gibais,haubiþ,δῷς,κεφαλὴν,verb,common noun,verb,common noun,subordinata completiva,subordinata completiva,new,1,2.0,optative,subjunctive,subordinata completiva finita,subordinata completiva finita
True,True,insandjands,spaikulatur,ἀποστείλας,σπεκουλάτορα,verb,common noun,verb,common noun,open predication,open predication,new,0,0.0,participle,participle,open predication non finita,open predication non finita
True,True,briggan,haubiþ,ἐνέγκαι,κεφαλὴν,verb,common noun,verb,common noun,open predication,open predication,old,1,2.0,infinitive,infinitive,open predication non finita,open predication non finita
True,,afmaimait,haubiþ,,,verb,common noun,,,principale coordinata,,,0,,indicative,,principale coordinata finita,
True,True,atbar,haubiþ,ἤνεγκεν,κεφαλὴν,verb,common noun,verb,common noun,principale coordinata,principale coordinata,old,2,2.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,,atgaf,ita,,αὐτὴν,verb,personal pronoun,,personal pronoun,principale coordinata,,old,0,0.0,indicative,,principale coordinata finita,
True,True,atgaf,ita,ἔδωκεν,αὐτὴν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,usnemun,leik,ἦραν,πτῶμα,verb,common noun,verb,common noun,principale coordinata,principale coordinata,new,1,2.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,galagidedun,ita,ἔθηκαν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,ufkunnandans,ina,ἐπιγνόντες,αὐτὸν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
True,True,birinnandans,gawi,περιέδραμον,χώραν,verb,common noun,verb,common noun,open predication,principale coordinata,acc_inf,2,3.0,participle,indicative,open predication non finita,principale coordinata finita
True,True,bedun,ina,παρεκάλουν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,gasaiƕandans,sumans,ἰδόντες,τινὰς,verb,indefinite pronoun,verb,indefinite pronoun,open predication,open predication,new,1,1.0,participle,participle,open predication non finita,open predication non finita
True,True,matjandans,hlaibans,ἐσθίουσιν,ἄρτους,verb,common noun,verb,common noun,open predication,subordinata completiva,non_spec,0,1.0,participle,indicative,open predication non finita,subordinata completiva finita
True,True,þwahand,handuns,νίψωνται,χεῖρας,verb,common noun,verb,common noun,,,non_spec_inf,0,1.0,indicative,subjunctive,,
True,True,habandans,anafilh,κρατοῦντες,παράδοσιν,verb,common noun,verb,common noun,open predication,open predication,new,1,2.0,participle,participle,open predication non finita,open predication non finita
True,True,frehun,ina,ἐπερωτῶσιν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
False,,anafulhun,þammei,παράδοσιν,,verb,relative pronoun,common noun,,gerundi obl,gerundi obl,,0,,indicative,,gerundi obl finita,gerundi obl finita
True,True,matjand,hlaif,ἐσθίουσιν,ἄρτον,verb,common noun,verb,common noun,principale coordinata,principale coordinata,non_spec,0,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
False,False,sweraiþ,mik,τιμᾷ,με,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale,acc_gen,0,0.0,indicative,indicative,principale coordinata finita,principale finita
True,True,laisjandans,laiseinins,διδάσκοντες,ἐντάλματα,verb,common noun,verb,common noun,open predication,open predication,kind,1,1.0,participle,participle,open predication non finita,open predication non finita
True,True,afletandans,anabusn,ἀφέντες,ἐντολὴν,verb,common noun,verb,common noun,open predication,open predication,new,1,2.0,participle,participle,open predication non finita,open predication non finita
False,,anafulhun,þatei,,,verb,relative pronoun,,,relativa oggettiva,,,1,,indicative,,relativa oggettiva finita,
True,True,inwidiþ,anabusn,ἀθετεῖτε,ἐντολὴν,verb,common noun,verb,common noun,principale,principale,old,1,2.0,indicative,indicative,principale finita,principale finita
False,False,gabatnis,þatei,ὠφεληθῇς,ὃ,verb,relative pronoun,verb,relative pronoun,relativa,relativa soggettiva,,0,0.0,indicative,subjunctive,relativa finita,relativa soggettiva finita
True,True,fraletiþ,ina,ἀφίετε,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale,principale,non_spec_old,0,0.0,indicative,indicative,principale finita,principale finita
False,False,taujan,waiht,ποιῆσαι,οὐδὲν,verb,common noun,verb,indefinite pronoun,open predication,open predication,info_unannotatable,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,blauþjandans,waurd,ἀκυροῦντες,λόγον,verb,common noun,verb,common noun,open predication,open predication,new,1,2.0,participle,participle,open predication non finita,open predication non finita
False,True,anafulhuþ,þoei,παραδόσει,ᾗ,verb,relative pronoun,common noun,relative pronoun,relativa,subordinata avverbiale,,0,0.0,indicative,,relativa finita,subordinata avverbiale finita
True,True,athaitands,managein,προσκαλεσάμενος,ὄχλον,verb,common noun,verb,common noun,open predication,open predication,old_inact,2,1.0,participle,participle,open predication non finita,open predication non finita
False,True,gamainjan,ina,κοινῶσαι,αὐτόν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,gamainjando,mannan,κοινοῦντα,ἄνθρωπον,verb,common noun,verb,common noun,open predication,open predication,old,0,1.0,participle,participle,open predication non finita,open predication non finita
True,,habai,ausona,,,verb,common noun,,,,,,1,,optative,,,
True,True,frehun,ina,ἐπηρώτων,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
False,False,gamainjan,ina,κοινῶσαι,αὐτὸν,verb,personal pronoun,verb,personal pronoun,subordinata completiva,open predication,old,0,0.0,infinitive,infinitive,subordinata completiva non finita,open predication non finita
True,True,gahraineiþ,matins,καθαρίζων,βρώματα,verb,common noun,verb,common noun,principale coordinata,open predication,quant,1,2.0,indicative,participle,principale coordinata finita,open predication non finita
True,True,gagamainjand,mannan,κοινοῖ,ἄνθρωπον,verb,common noun,verb,common noun,principale coordinata,principale coordinata,old,0,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,habaida,ahman,εἶχεν,πνεῦμα,verb,common noun,verb,common noun,relativa,relativa,new,1,1.0,indicative,indicative,relativa finita,relativa finita
True,True,baþ,ina,ἠρώτα,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale,old,0,0.0,indicative,indicative,principale coordinata finita,principale finita
False,False,uswaurpi,unhulþon,ἐκβάλῃ,δαιμόνιον,verb,common noun,verb,common noun,subordinata completiva,subordinata completiva,old,1,1.0,optative,subjunctive,subordinata completiva finita,subordinata completiva finita
True,True,wairþan,barna,χορτασθῆναι,τέκνα,verb,common noun,verb,common noun,subordinata completiva,open predication,kind,0,1.0,infinitive,infinitive,subordinata completiva non finita,open predication non finita
True,True,niman,hlaib,λαβεῖν,ἄρτον,verb,common noun,verb,common noun,subordinata completiva,subordinata completiva,acc_inf,1,2.0,infinitive,infinitive,subordinata completiva non finita,subordinata completiva non finita
True,True,bigat,unhulþon,εὗρεν,δαιμόνιον,verb,common noun,verb,common noun,principale coordinata,principale coordinata,old,0,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,bedun,ina,παρακαλοῦσιν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,lagidedi,handau,ἐπιθῇ,χεῖρα,verb,common noun,verb,common noun,subordinata completiva,subordinata completiva,acc_inf,0,1.0,optative,subjunctive,subordinata completiva finita,subordinata completiva finita
True,True,afnimands,ina,ἀπολαβόμενος,αὐτὸν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
True,True,lagida,figgrans,ἔβαλεν,δακτύλους,verb,common noun,verb,common noun,principale coordinata,principale coordinata,acc_inf,1,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
False,False,gatawida,allata,πεποίηκεν,πάντα,verb,indefinite pronoun,verb,indefinite pronoun,principale coordinata,principale coordinata,quant,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
False,False,matidedeina,ƕa,φάγωσιν,τί,verb,interrogative pronoun,verb,interrogative pronoun,subordinata completiva,subordinata completiva,info_unannotatable,0,0.0,optative,subjunctive,subordinata completiva finita,subordinata completiva finita
True,True,athaitands,siponjans,προσκαλεσάμενος,μαθητὰς,verb,common noun,verb,common noun,open predication,open predication,old_inact,0,1.0,participle,participle,open predication non finita,open predication non finita
False,False,matjaina,ƕa,φάγωσιν,τί,verb,interrogative pronoun,verb,interrogative pronoun,subordinata completiva,subordinata completiva,info_unannotatable,0,0.0,optative,subjunctive,subordinata completiva finita,subordinata completiva finita
True,True,fraleta,ins,ἀπολύσω,αὐτοὺς,verb,personal pronoun,verb,personal pronoun,,,old,0,0.0,indicative,subjunctive,,
False,False,gasoþjan,þans,χορτάσαι,τούτους,verb,demonstrative pronoun,verb,demonstrative pronoun,subordinata completiva,open predication,old,0,0.0,infinitive,infinitive,subordinata completiva non finita,open predication non finita
True,True,frah,ins,ἠρώτα,αὐτούς,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,habaiþ,hlaibans,ἔχετε,ἄρτους,verb,common noun,verb,common noun,principale,principale,quant,1,1.0,indicative,indicative,principale finita,principale finita
True,True,nimands,hlaibans,λαβὼν,ἄρτους,verb,common noun,verb,common noun,open predication in coordinazione,open predication,old,2,2.0,participle,participle,open predication in coordinazione non finita,open predication non finita
True,True,habaidedun,fiskans,εἶχαν,ἰχθύδια,verb,common noun,verb,common noun,principale coordinata,principale,new,1,1.0,indicative,indicative,principale coordinata finita,principale finita
False,True,gaþiuþjands,þans,εὐλογήσας,αὐτὰ,verb,demonstrative pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
True,,atlagidedeina,þans,παρέθηκέν,,verb,demonstrative pronoun,verb,,subordinata completiva,principale,,1,,optative,indicative,subordinata completiva finita,principale finita
True,True,usnemun,laibos,ἦραν,περισσεύματα,verb,common noun,verb,common noun,principale,principale coordinata,non_spec,2,2.0,indicative,indicative,principale finita,principale coordinata finita
True,True,fralailot,ins,ἀπέλυσεν,αὐτούς,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,sokjandans,taikn,ζητοῦντες,σημεῖον,verb,common noun,verb,common noun,open predication,open predication,non_spec,1,1.0,participle,participle,open predication non finita,open predication non finita
True,True,fraisandans,ina,πειράζοντες,αὐτόν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
False,True,sokeiþ,taikn,ζητεῖ,σημεῖον,verb,common noun,verb,common noun,principale,principale,non_spec,0,0.0,indicative,indicative,principale finita,principale finita
True,True,afletands,ins,ἀφεὶς,αὐτοὺς,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
True,True,niman,hlaibans,λαβεῖν,ἄρτους,verb,common noun,verb,common noun,open predication,open predication,non_spec,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
False,False,habam,hlaibans,ἔχομεν,ἄρτους,verb,common noun,verb,common noun,principale,principale,non_spec,0,0.0,indicative,indicative,principale finita,principale finita
False,False,habaiþ,hlaibans,ἔχετε,ἄρτους,verb,common noun,verb,common noun,subordinata completiva,subordinata completiva,non_spec,0,0.0,indicative,indicative,subordinata completiva finita,subordinata completiva finita
True,True,habaiþ,hairto,ἔχετε,καρδίαν,verb,common noun,verb,common noun,subordinata completiva,principale,new,1,2.0,indicative,indicative,subordinata completiva finita,principale finita
False,False,habandans,augona,ἔχοντες,ὀφθαλμοὺς,verb,common noun,verb,common noun,open predication,open predication,acc_inf,0,0.0,participle,participle,open predication non finita,open predication non finita
False,False,habandans,ausona,ἔχοντες,ὦτα,verb,common noun,verb,common noun,open predication,open predication,acc_inf,0,0.0,participle,participle,open predication non finita,open predication non finita
False,False,gabrak,hlaibans,ἔκλασα,ἄρτους,verb,common noun,verb,common noun,,subordinata completiva,old_inact,2,2.0,indicative,indicative,,subordinata completiva finita
False,False,usnemuþ,tainjons,ἤρατε,κοφίνους,verb,common noun,verb,common noun,principale,subordinata completiva,quant,2,2.0,indicative,indicative,principale finita,subordinata completiva finita
False,False,usnemuþ,spwreidans,ἤρατε,σπυρίδων,verb,common noun,verb,common noun,principale,principale,quant,2,1.0,indicative,indicative,principale finita,principale finita
True,True,bedun,ina,παρακαλοῦσιν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,fairgreipands,handu,ἐπιλαβόμενος,χειρὸς,verb,common noun,verb,common noun,open predication,open predication,new,1,2.0,participle,participle,open predication non finita,open predication non finita
True,True,ustauh,ina,ἐξήνεγκεν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,atlagjands,handuns,ἐπιθεὶς,χεῖρας,verb,common noun,verb,common noun,open predication,open predication,acc_inf,1,1.0,participle,participle,open predication non finita,open predication non finita
True,True,frah,ina,ἐπηρώτα,αὐτόν,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,False,ga-seƕi,ƕa,βλέπει,τι,verb,interrogative pronoun,verb,indefinite pronoun,subordinata completiva,subordinata completiva,non_spec,0,0.0,optative,indicative,subordinata completiva finita,subordinata completiva finita
True,True,gasaiƕa,mans,βλέπω,ἀνθρώπους,verb,common noun,verb,common noun,principale,principale,acc_sit,0,1.0,indicative,indicative,principale finita,principale finita
True,True,galagida,handuns,ἐπέθηκεν,χεῖρας,verb,common noun,verb,common noun,principale coordinata,principale coordinata,old,0,1.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,gasaƕ,allans,ἐνέβλεπεν,ἅπαντα,verb,indefinite pronoun,verb,adjective,principale coordinata,principale coordinata,quant,0,0.0,indicative,indicative,principale coordinata finita,principale coordinata finita
True,True,insandida,ina,ἀπέστειλεν,αὐτὸν,verb,personal pronoun,verb,personal pronoun,principale,principale,old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,frah,siponjans,ἐπηρώτα,μαθητὰς,verb,common noun,verb,common noun,principale,principale,old,1,2.0,indicative,indicative,principale finita,principale finita
True,True,laisjan,ins,διδάσκειν,αὐτοὺς,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
False,False,rodida,waurd,ἐλάλει,λόγον,verb,common noun,verb,common noun,principale,principale,old,1,1.0,indicative,indicative,principale finita,principale finita
True,True,aftiuhands,ina,προσλαβόμενος,αὐτὸν,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,participle,participle,open predication non finita,open predication non finita
True,True,andbeitan,ina,ἐπιτιμᾶν,αὐτῷ,verb,personal pronoun,verb,personal pronoun,open predication,open predication,old,0,0.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,gasaiƕands,siponjans,ἰδὼν,μαθητὰς,verb,common noun,verb,common noun,open predication in coordinazione,open predication in coordinazione,old,2,2.0,participle,participle,open predication in coordinazione non finita,open predication in coordinazione non finita
True,True,andbait,Paitru,ἐπετίμησεν,Πέτρῳ,verb,proper noun,verb,proper noun,principale,principale coordinata,old,0,0.0,indicative,indicative,principale finita,principale coordinata finita
True,True,athaitands,managein,προσκαλεσάμενος,ὄχλον,verb,common noun,verb,common noun,open predication,open predication,new,1,1.0,participle,participle,open predication non finita,open predication non finita
True,True,inwidai,sik,ἀπαρνησάσθω,ἑαυτὸν,verb,personal reflexive pronoun,verb,personal reflexive pronoun,principale coordinata,principale coordinata,non_spec_old,1,0.0,optative,imperative,principale coordinata finita,principale coordinata finita
True,True,nimai,galgan,ἀράτω,σταυρὸν,verb,common noun,verb,common noun,principale coordinata,principale coordinata,non_spec,1,2.0,optative,imperative,principale coordinata finita,principale coordinata finita
True,True,laistjai,mik,ἀκολουθείτω,μοι,verb,personal pronoun,verb,personal pronoun,principale coordinata,principale coordinata,old,0,0.0,optative,imperative,principale coordinata finita,principale coordinata finita
False,False,ganasjan,saiwala,σῶσαι,ψυχὴν,verb,common noun,verb,common noun,open predication,open predication,non_spec,1,2.0,infinitive,infinitive,open predication non finita,open predication non finita
True,True,ganasjiþ,þo,σώσει,αὐτήν,verb,demonstrative pronoun,verb,personal pronoun,principale,principale,non_spec_old,0,0.0,indicative,indicative,principale finita,principale finita
True,True,boteiþ,mannan,ὠφελεῖ,ἄνθρωπον,verb,common noun,verb,common noun,principale,principale,non_spec,0,0.0,indicative,indicative,principale finita,principale finita
True,True,gageigaiþ,fairƕu,κερδῆσαι,κόσμον,verb,common noun,verb,common noun,subordinata avverbiale coordinata,subordinata completiva,acc_gen,2,2.0,indicative,infinitive,subordinata avverbiale coordinata finita,subordinata completiva non finita
True,,gasleiþeiþ,sik,ζημιωθῆναι,,verb,personal reflexive pronoun,verb,,subordinata avverbiale coordinata,subordinata completiva,,0,,indicative,infinitive,subordinata avverbiale coordinata finita,subordinata completiva non finita
False,False,gibiþ,ƕa,δοῖ,τί,verb,interrogative pronoun,verb,interrogative pronoun,principale,principale,non_spec,0,1.0,indicative,subjunctive,principale finita,principale finita
